DisplayName,AttachmentType,GunType,AmmoType,MagazineType,MaxAmmo,MinDamage,MaxDamage,HitChance,CriticalChance,CritDmgMultiplier,ProjectileCount,PiercingBullets,MaxHitCount,JamGunChance,AimingTime,ReloadTime,SoundRadius,MinRange,MaxRange,Weight,AimingPerkHitChanceModifier,AimingPerkCritModifier,ConditionMax,ConditionLowerChanceOneIn,PushBackMod,KnockdownMod,BaseID,AttachmentsList,FromMod
ASh - (50-MAG),Rifle,Rifle,Bullets50MAG,ASHClip,20,3,4,15,40,2,1,TRUE,2,0.08,15,30,90,0.61,18,5.2,11,10,70,52,0.8,8,Ash,Bipod;Bipod_OPEN;Ammobelt;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_BMG;Suppressor_ROME_BMG;Suppressor_Oil;Suppressor_Bottle;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: 50_MAG.txt
VSSK Vykhlop,Rifle,Rifle,Bullets50MAG,ASHClip,20,3,4,18,40,2,1,TRUE,2,0.08,15,30,90,0.61,19,5.9,12,10,70,52,0.8,8,VSSK,Bipod;Bipod_OPEN;Ammobelt;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_BMG;Suppressor_ROME_BMG;Suppressor_Oil;Suppressor_Bottle;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: 50_MAG.txt
AK-12 (2016) Assault Rifle,Rifle,Rifle,545x39Bullets,545StdClip,30,2.1,2.7,25,27,4,1,TRUE,2,0.08,17,25,60,0.61,25,3.5,13,10,70,55,0.3,3,AK12_New,Launcher2;Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_AK;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: AK_NEW.txt
AK-12 (2016) Assault Rifle (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3.5,19,,70,54,0.8,8,AK12_New_HE,,ARSENAL(26)GunFighter[MOD 2.0]: AK_NEW.txt
AK-12 (2016) Assault Rifle (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3.5,19,,70,54,0.8,8,AK12_New_INC,,ARSENAL(26)GunFighter[MOD 2.0]: AK_NEW.txt
RPK-16,Rifle,Rifle,545x39Bullets,545StdClip,30,2.1,2.7,28,27,4,1,TRUE,2,0.08,17,25,60,0.61,26,4.2,14,10,70,55,0.3,3,RPK16,Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_AK;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: AK_NEW.txt
AK-308,Rifle,Rifle,308Bullets,308ExtClip,20,3,4,14,40,4,1,TRUE,3,0.08,15,25,80,0.61,29,3.7,11,10,70,52,0.3,6,AK308,Launcher2;Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_AK;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: AK_NEW.txt
AK-308 (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3.7,19,,70,54,0.8,8,AK308_HE,,ARSENAL(26)GunFighter[MOD 2.0]: AK_NEW.txt
AK-308 (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3.7,19,,70,54,0.8,8,AK308_INC,,ARSENAL(26)GunFighter[MOD 2.0]: AK_NEW.txt
Swedish AK5-C w/Extended Stock,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,24,25,4,1,TRUE,2,0.08,17,25,60,0.61,25,3.8,13,10,70,55,0.3,4,AK5C,Bipod;Bipod_OPEN;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_M4;Bayonet_AK;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: AK_NEW.txt
Swedish AK5-C w/Folded Stock,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,16,25,4,1,TRUE,2,0.08,10,25,60,0.61,25,3.1,11,10,70,55,0.3,4,AK5C_Fold,Bipod;Bipod_OPEN;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_M4;Bayonet_AK;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: AK_NEW.txt
BowTech SR-350 (70-lb) Compound Bow,Rifle,Rifle,Arrow_Fiberglass,,1,0.6,1.2,16,18,10,1,FALSE,1,0,18,40,6,0.61,12,2.2,9,7,20,50,0,0,BowTechSR_350,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Hoyt Spectra-1000 (55-lb) Compound Bow,Rifle,Rifle,Arrow_Fiberglass,,1,0.5,1.1,18,16,10,1,FALSE,1,0,19,35,6,0.61,11,2.8,9,6,20,50,0,0,HoytSpectra_1000,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Genesis-X (40-lb) Compound Bow,Rifle,Rifle,Arrow_Fiberglass,,1,0.5,1.0,20,14,10,1,FALSE,1,0,20,30,6,0.61,10,1.6,9,5,20,50,0,0,Genesis_X_Bow,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Genesis-Original (20-lb) Compound Bow,Rifle,Rifle,Arrow_Fiberglass,,1,0.4,0.9,23,11,10,1,FALSE,1,0,22,30,6,0.61,8,1.3,9,5,20,50,0,0,Genesis_Bow,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Genesis-Mini (12-lb) Compound Bow,Rifle,Rifle,Arrow_Fiberglass,,1,0.4,0.8,25,9,10,1,FALSE,1,0,23,30,6,0.61,8,0.9,9,5,20,50,0,0,Genesis_Mini_Bow,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Hori-Zone ZRedback RTS (80-lb) Crossbow,Rifle,Rifle,Bolt_Bear,,1,0.5,0.9,20,12,10,1,FALSE,1,0,18,35,10,0.61,8,1.1,7,4,20,50,0,0,HZRedback_RTS,Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Sight_OKP7_Reflex;Scope_TANGO6T_1;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
TenPoint Vapor RS-470 (225-lb) Crossbow,Rifle,Rifle,Bolt_Bear,,1,0.8,1.6,20,20,10,1,FALSE,1,0,16,85,10,0.61,12,3.5,8,8,20,50,0,0,TenPointVaporRS_470,Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Sight_OKP7_Reflex;Scope_TANGO6T_1;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Mission MXB-400 (200-lb) Crossbow,Rifle,Rifle,Bolt_Bear,,1,0.7,1.5,22,22,10,1,FALSE,1,0,17,80,10,0.61,12,3.0,8,8,20,50,0,0,MissionMXB_400,Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Sight_OKP7_Reflex;Scope_TANGO6T_1;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
TenPoint Turbo XLT (180-lb) Crossbow,Rifle,Rifle,Bolt_Bear,,1,0.7,1.4,24,23,10,1,FALSE,1,0,16,70,10,0.61,11,3.1,8,7,20,50,0,0,TenPointTurbo_XLT,Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Sight_OKP7_Reflex;Scope_TANGO6T_1;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
PSE TAC-15 Crossbow,Rifle,Rifle,Bolt_Bear,,1,1,2,19,10,6,1,TRUE,3,0.1,15,25,10,0.61,13,3.2,12,13,50,60,0.3,6,TAC15,Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: 3_Crossbow.txt
HortonScout 125 HD (125-lb) Crossbow,Rifle,Rifle,Bolt_Bear,,1,0.6,1.2,28,25,10,1,FALSE,1,0,21,40,10,0.61,9,2.4,8,6,20,50,0,0,HortonScout_125,Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Sight_OKP7_Reflex;Scope_TANGO6T_1;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Sling Shot (Rock),,Other,SlingShotAmmo_Rock,,1,0,0.15,35,0,,1,FALSE,1,0,22,20,6,0.61,6,0.3,2,,10,20,0,0,SlingShot_Rock,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Sling Shot (Marble),,Other,SlingShotAmmo_Marble,,1,0,0.1,50,0,,1,FALSE,1,0,22,20,6,0.61,8,0.3,2,,10,30,0,0,SlingShot_Marble,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Wrist Rocket (Rock),,Other,SlingShotAmmo_Rock,,1,0,0.15,35,0,,1,FALSE,1,0,24,20,6,0.61,6,0.3,5,,10,20,0,0,WristRocket_Rock,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Wrist Rocket (Marble),,Other,SlingShotAmmo_Marble,,1,0,0.1,50,0,,1,FALSE,1,0,24,20,6,0.61,8,0.3,5,,10,30,0,0,WristRocket_Marble,,ARSENAL(26)GunFighter[MOD 2.0]: ARCHERY.txt
Arsenal[26] Mod Marlin-M70,Rifle,Rifle,Bullets22,22Clip,10,0.3,0.5,44,5,2,1,,1,0.1,25,25,22,0.61,14,2.0,17,4,50,80,0.1,0,Marlin_M70_A26,Bipod_OPEN;Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Socom_Pistol;Suppressor_NorthStar_Pistol;Suppressor_MK3_Pistol;Compensator_CZ;Sight_OKP7_Reflex;Scope_TANGO6T_1;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: Custom_Guns.txt
Arsenal[26] Mod SKS,Rifle,Rifle,762x39Bullets,SKSClip,10,2.2,3,25,30,4,1,TRUE,2,0.05,16,25,70,0.61,22,3.8,12,10,50,80,0.3,4,SKS_A26,Bipod;Bipod_OPEN;Ammobelt;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_M4;Bayonet_AK;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: Custom_Guns.txt
Arsenal[26] Mod SKS w/Extended Mag,Rifle,Rifle,762x39Bullets,AKClip,30,2.2,3,25,30,4,1,TRUE,2,0.05,16,25,70,0.61,22,3.8,12,10,50,60,0.3,4,SKS30_A26,Bipod;Bipod_OPEN;Ammobelt;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_M4;Bayonet_AK;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: Custom_Guns.txt
